Tweet No || ID from Twitter API || Date || Content
287	||	788494330893860864	||	Wed Oct 19 00:37:52 EEST 2016	||	RT @sedatbalun: henüz, bulamayanlar, okuyamayanlar içinsabahattin ali - kürk mantolu madonna pdf, ücretsiz ekitap…
288	||	787993711347130368	||	Mon Oct 17 15:28:35 EEST 2016	||	#kurkmantolumadonna @sabahattinn_ali  "O Benim İcin Butun İnsanligin Timsaliydi " sirf bu sozu bilse bizim madonna olmadigini tahmin ederdi
289	||	736268698797940736	||	Fri May 27 21:51:51 EEST 2016	||	@AlanyasporFK @alanyaspor Süper Lige Hoşgeldiniz, Tebrikler ??????
290	||	640820361312010240	||	Mon Sep 07 12:34:14 EEST 2015	||	Yansın #dağlıca altı üstüne gelsin. Ben o zaman şehidimin yasını tutarım. Bunların kökünü kurutmadıkça bize içtiğimiz su helal değil.
291	||	736280669333139456	||	Fri May 27 22:39:25 EEST 2016	||	RT @turansuat: Alanyaspor süper ligde alanyaaaağğğğğ https://t.co/JH7mKIF2U7
292	||	641166135535214592	||	Tue Sep 08 11:28:13 EEST 2015	||	Herşeyi affedin fakat , vatanınıza ihanet edenleri asla affetmeyin.#terörelanetolsun #dağlıca
293	||	702568632170242049	||	Wed Feb 24 20:59:49 EET 2016	||	RT @capulcucoskun: TeröristBaşına İDAM????????@Gler94935312 @19Nalan
294	||	765789795784224769	||	Wed Aug 17 08:58:09 EEST 2016	||	RT @esmedelice: Gün Aysın #ErkenciTayfa Çünkü Ben Geldim ?? İster Günaydın Deyin İster Demeyin ?? https://t.co/mtINheBYyp
295	||	630423923218337792	||	Sun Aug 09 20:02:30 EEST 2015	||	RT @hewalgunlugu: Terörist orrrrospu çocuklarına gereken dersi veren amirimizin arkasında durmayan şerefsizdir, namussuzdur ! #PolisÖzelHar…
296	||	603184787654848512	||	Tue May 26 16:03:54 EEST 2015	||	RT @ArenaKrali: Mehmet Demirkol: "3 başkan, 2 teknik direktör değiştirip şampiyon olacak başka bir kurum yoktur Türkiye'de. Galatasaray yin…
297	||	788017342089428992	||	Mon Oct 17 17:02:29 EEST 2016	||	Aslında S.Ali içtiği lsdnin etkisindeyken geleceği görmüş ve kürk mantolu madonnayı yazmış.çekilecek film için soundtrack de leylimley
298	||	744014810732498945	||	Sat Jun 18 06:52:08 EEST 2016	||	RT @DrSteveneu: Yeni Osmanlıcılık oyunu içerisinde sahada mehter marşı çalıyor. Oyuncular da 2 ileri 1 geri oynuyorlar, sonuç hezimet!
299	||	743808195114713088	||	Fri Jun 17 17:11:07 EEST 2016	||	RT @Pekermerih: Bolu İl Milli Eğitm Md.Yusuf Cengiz okullarda 10.yıl marşının çalınmaması talimatı verdiğim doğrudur.2023 te 100.yıl marşı…
300	||	702672562845782016	||	Thu Feb 25 03:52:48 EET 2016	||	RT @kurabiss: işte benden de böyle vazgeçtiler https://t.co/xFD0Qdv8eL
301	||	628873393903898624	||	Wed Aug 05 13:21:15 EEST 2015	||	RT @tubaoezden_tuba: Halep'i alıyormuşuz..Mehteranı hazır edelimHücum marşıyla gireriz.. http://t.co/doNp9qjQxb
302	||	743910469040214016	||	Fri Jun 17 23:57:31 EEST 2016	||	@bahattinyucel Mehter marşından 10. yıl marşına dönüverdi seyirci son anlarda. Ne oportünist millet, hangi ata binse onun marşını kişniyor.
303	||	745396829714522112	||	Wed Jun 22 02:23:47 EEST 2016	||	Saray'ın Valisi Milli eğitim müdürü 10. Yıl marşını Bolu'da kaldırdı.Akp Saray Türk önde Türk ileri sözlerine karşı Türklük düşmanı Saray!
304	||	788067812153626624	||	Mon Oct 17 20:23:02 EEST 2016	||	RT @barisakpolat: Başım fantastiko ağrıyor. Yoksa madonna geyiğine sarardım ama...
305	||	651739841726693376	||	Wed Oct 07 15:44:21 EEST 2015	||	türbanlı bacılarımızın hakkı olan nobel'i kemalist Aziz Sancar'a vermişler http://t.co/GovSOHsZwi
306	||	787952007390851072	||	Mon Oct 17 12:42:52 EEST 2016	||	kürk mantolu madonna'yı okudum madonna var: https://t.co/97LLWd1OwG @sozluk
307	||	651816022874431488	||	Wed Oct 07 20:47:04 EEST 2015	||	RT @chivaskangali: Son yüzyılda Türkiye adına gerçekleşmiş en önemli olaydır bu keşke bana da nobel azalea ödülü falan verseler
308	||	629032701920722944	||	Wed Aug 05 23:54:17 EEST 2015	||	RT @fblihuseyinfbli: TESELLİ MARŞI:FENERİM ÇOK BÜYÜKTÜRGÜM GÜM GÜMYENİLSEK DE YENSEK DEPAT PAT PATYAŞASIN ROBİN VAN PERSİEŞAK ŞAK ŞAK…
309	||	743928781350539264	||	Sat Jun 18 01:10:17 EEST 2016	||	RT @trksmngl: Eski Türkiye'de Milli Takım ruh, yüreği vardı. İstiklâl marşını kenetlenerek soyleme vardi. Yeni Türkiye insanlarin ruhunu al…
310	||	603971190273769472	||	Thu May 28 20:08:47 EEST 2015	||	RT @omeroinn: Sabri'nin 5 yaşındaki oğlu Sarp, 3 Şampiyonluk görerek 25 yaşındaki bir Beşiktaşlıdan daha fazla şampiyonluk gördü. http://t.…
311	||	702925684897914882	||	Thu Feb 25 20:38:37 EET 2016	||	RT @Gogebakalimmm: Sensin, Kalbim değildir, Böyle göğsüme vuran.Sabahattin Ali
312	||	639110809126338560	||	Wed Sep 02 19:21:05 EEST 2015	||	RT @GsdenSonDakika: Büyük Galatasaray'ın itibarını düşünüyorsan #DursunÖzbekistifaEt
313	||	651871412832063489	||	Thu Oct 08 00:27:10 EEST 2015	||	RT @didarsele: Eski sevgilim bi zamanlar ülkenin nobel alan tek ismiyken ben http://t.co/aSvisY0VwI
314	||	702448603781079041	||	Wed Feb 24 13:02:52 EET 2016	||	RT @mkulunk: Hala bu ülkeye ihanet edip terörün önünü açan PDY ÖRGÜT MENSUPLARINI"iyi çocuklar"diyerek kollayanlarTarih sizi de affetmeyec…
315	||	767065052977344512	||	Sat Aug 20 21:25:34 EEST 2016	||	RT @tarkanakilli: MHP Alanya İlçe Başkanlığı Görevine Getirilen @M_turkdogan kardeşimi tebrik ederim. Allah Yar ve Yardımcımız Olsun. https…
316	||	640597941590360064	||	Sun Sep 06 21:50:25 EEST 2015	||	Temennimiz ve dilegimiz ; sehit olma onurunu ve payesini en kisa surede onlarinda tatmasidir .. #dağlıca
317	||	674565856467296256	||	Wed Dec 09 14:26:47 EET 2015	||	RT @hasandoganTR: CANLI YAYIN #Cumhurbaşkanlığı #KültürVeSanatÖdülleri https://t.co/htRGkSaFXs
318	||	640843564222705664	||	Mon Sep 07 14:06:26 EEST 2015	||	Sizi o Meclise gönderen her oyu veren elde dağlıcadaki şehitlerin kanı varVe unutmayın o eller bir bir kırılacak http://t.co/9lShrVbNTp
319	||	736313301039210497	||	Sat May 28 00:49:05 EEST 2016	||	#süperlig e hoşgeldin #alanyaspor! İnşallah kalıcı olup sıralamalarda üst sıralarda yer alırsın!
320	||	788064448305045504	||	Mon Oct 17 20:09:40 EEST 2016	||	Yha olum slakmısınz kürk mantolu madonda kitabı herhalde madonna hakkında olacak. Başka madonna olmadıktı hiç
321	||	630355954509475840	||	Sun Aug 09 15:32:25 EEST 2015	||	RT @SmrkndPazarlama: Siyer Ödüllü Dünya Birincisi Kainatın Efendisi Peygamber Efendimizin Hayatı http://t.co/WYEzJt1z8r 'da #siyer http://t…
322	||	674803316971433984	||	Thu Dec 10 06:10:22 EET 2015	||	@belmayalcinn kusura bakma sende malsın, saygı diye tutturuyon attığın twitlerle çok çelişiyorsun bence
323	||	640725922379886592	||	Mon Sep 07 06:18:58 EEST 2015	||	Her sabah gün aydın oluyor ama bu sabah olmadı. Bu sabah gün karanlık doğdu.. #dağlıca
324	||	604583579625103360	||	Sat May 30 12:42:12 EEST 2015	||	RT @ekomanhunt2009: Ulan şampiyon olmuş gibi sevindi tüm taraftar
325	||	744129692719063040	||	Sat Jun 18 14:28:38 EEST 2016	||	Onuncu yıl marşını yasaklayan Milli Eğitim Müdürü, Recep Tayyip Erdoğan marşı mı çaldıracak? Bu da milletin orasına koymaya meraklı Cengiz!
326	||	736271987136466944	||	Fri May 27 22:04:55 EEST 2016	||	şu alanyadan ne çektik be https://t.co/e92SzDenBR
327	||	745388344608120832	||	Wed Jun 22 01:50:04 EEST 2016	||	Seremonide istiklal marşı yerine tarkanın milli takım marşı çalsa yeminlen yarı final banko.
328	||	767077241591390208	||	Sat Aug 20 22:14:00 EEST 2016	||	RT @bets10: 5?? Beşiktaş-Alanyaspor ikinci golü kim atar bil, tweete #bets10 ile yaz, kampanya sayfasını da doldur, Bonusu al! https://t.co…
329	||	736269449565704193	||	Fri May 27 21:54:50 EEST 2016	||	Milyonlara koyduk #alanyaspor #süperligde
330	||	736279134243028992	||	Fri May 27 22:33:19 EEST 2016	||	RT @uniakalanya: Alanyaspor Süperlig'de @MevlutCavusoglu @menderesturel https://t.co/p3H2eCs3J4
331	||	602928398231576577	||	Mon May 25 23:05:06 EEST 2015	||	RT @onlinespor: Galatasaray taraftarları bir Fenerium mağazasının önünde şampiyonluğu kutluyor http://t.co/5K6VPoyakM
332	||	818165563017011200	||	Sun Jan 08 20:40:45 EET 2017	||	RT @dirilisimizhbr: Silah arkadaşları Şehidin ölüm marşıyla uğurlanmasına izin vermiyor...? https://t.co/TEaoQM9s0F
333	||	736269319567495168	||	Fri May 27 21:54:19 EEST 2016	||	Bari ilk 2-3 hafta alanya deplasmanı olsada tatil yapsak
334	||	602924715607490560	||	Mon May 25 22:50:28 EEST 2015	||	RT @TuhafAmaGercek: Haluk Ulusoy'un TFF Başkanlığı yaptığı 9 yılda Galatasaray 7 kez lig şampiyonu olmuştur. https://t.co/PhiD4OaPJE
335	||	788043837474238464	||	Mon Oct 17 18:47:46 EEST 2016	||	??sana ve cahilliğine önayak olucaklar ??Kürk mantolu madonna #kürkmantolumadonna
336	||	787955757111214080	||	Mon Oct 17 12:57:46 EEST 2016	||	en sevdiğim kürt madonna'dır onun aslı diyolar. ben demedim, duydum. Doğvu mu Mejnun?#KürkMantoluMadonna
337	||	652436867946819584	||	Fri Oct 09 13:54:05 EEST 2015	||	@teroretavizyok nobel ödülü almaya  meraklı bir millet değiliz ama ayşe hürün kaşıntısı geçecekse kürt veya arap aziz sancar almış diyelim.
338	||	702020184974958592	||	Tue Feb 23 08:40:29 EET 2016	||	RT @ant_terr: Terör Suçundan;Demirtaşın 62PervinBuldan 54Nursel Aydoğan 42İdrisBaluken 16SırrıSüreyya 9Leyla Zananın 10 Fezlekesi Var.
339	||	736269755745771522	||	Fri May 27 21:56:03 EEST 2016	||	Ne kadar da adana demiri istesemde hosgeldin alanya. Seneye ilk 3 haftada bi deplasmanin olursa gideriz
340	||	817456541083336708	||	Fri Jan 06 21:43:21 EET 2017	||	RT @OnurKrsln1907: Katar Marşıyla vatansever olunmaz...Vatan nasıl korunur,Vatansever nasıl olunur FENERBAHÇE taraftarından öğrenin!
341	||	743905318443319297	||	Fri Jun 17 23:37:03 EEST 2016	||	Lan mehter marşı çalsanıza ispanyolların dizlerini titretir o sekil hakkından gelirsiniz biraz daha hamaset necip millet biraz daha..
342	||	743892710365470720	||	Fri Jun 17 22:46:57 EEST 2016	||	RT @tvahaber: Grup Tillo'dan Milli Takıma marşhttps://t.co/5a6kEXIA3m
343	||	651848239310893057	||	Wed Oct 07 22:55:05 EEST 2015	||	Nobel ödülünü alan sn.Ahmet Sancar hocamız kürt olmasına rağmen; nobel ödülü bir türk'e diye yazıyorlar bu bile daha olmadığımızı gösteriyor
344	||	788401255097966592	||	Tue Oct 18 18:28:01 EEST 2016	||	RT @onurgece: şu kürk mantolu madonna olayında da gördük her konuda yorumunuz olmasın ya 'bilmiyorum' demeyi de öğrenin aptal insanlar
345	||	641334746547621889	||	Tue Sep 08 22:38:13 EEST 2015	||	@ayselaksumer cizre 35 günlük bebek, dağlıca da ana kuyuları yok olurken. Birlik yerine ateş topu atıyoruz birbirimize Durdurulması güç olyr
346	||	702074773866729472	||	Tue Feb 23 12:17:24 EET 2016	||	RT @kelkitlioglumrt: Mültecilere kucak açan Kilis'e Nobel ödülü verilmezse, insanlığa ihanet etmiş olur
347	||	595128200763703296	||	Mon May 04 10:29:54 EEST 2015	||	Tuzlaspor şampiyonluk kupasını aldı: Tuzlaspor şampiyonluk kupasını aldı… http://t.co/oJglJcxeyL #sonsaniye #haber
348	||	640622662818119680	||	Sun Sep 06 23:28:39 EEST 2015	||	RT @septolik: Daha maç başlamadan dağlıcada şehitleri vermişizDavutoğlunun gül oynak o pozları nedir ?#Dağlıca
349	||	595916524373856256	||	Wed May 06 14:42:25 EEST 2015	||	İl Milli Eğitim Müdürü silahlı saldırıya uğradıhttp://t.co/xyGJsugPeN
350	||	743927766324752384	||	Sat Jun 18 01:06:15 EEST 2016	||	RT @Acerakis: Tekbirler, mehter marşlarıyla tüm ülkeyi bileştiren unsur Milli Takımı iktidara ipotekleyince, arkanda o 70 milyonu bulamıyor…
351	||	743902407583731712	||	Fri Jun 17 23:25:29 EEST 2016	||	Maçta tek eksik mehter marşıydı...2 ileri 1 geri.boğalar 3 ileri hep ileri diyor https://t.co/2ImacC6Z5C
352	||	603198742100054018	||	Tue May 26 16:59:21 EEST 2015	||	Bi taraftan General Harrington bi taraftan 28 şampiyonluğumuz var bombardımanı ve bi taraftan transferler(!)...FB taraftarı olmak istemezdim
353	||	743820941625593856	||	Fri Jun 17 18:01:46 EEST 2016	||	@fasibel @ttractatus peki bu devirde mehter marşı mı kalmış sormAK lazım klozet kapağı kafalıya..!
354	||	818212446947119104	||	Sun Jan 08 23:47:03 EET 2017	||	RT @mhasanbuyruk: abi ayıptır ya hahahhahahaha https://t.co/VD8dFkn1TO
355	||	766348053460713472	||	Thu Aug 18 21:56:28 EEST 2016	||	Losev hesabina en az 50 TL olmak kosu ile bagis yapan bi arkadasa alanya maci icin kapali ust 415 bloktaki kombine biletimi devredicem.
356	||	639383409559736320	||	Thu Sep 03 13:24:18 EEST 2015	||	RT @GsHaber24: Hamzaoğlu 14:00'da TRTSPOR'da Canlı yayında olacak. Canlı olarak aktaracağız.
357	||	651729024616632320	||	Wed Oct 07 15:01:22 EEST 2015	||	RT @LSDAirlines: Hayatı boyunca yaptığı tek icat pilli ampul devresi olan adamlar nobel ödülü alan adamı eleştiriyorlar.
358	||	736274684073938948	||	Fri May 27 22:15:38 EEST 2016	||	rusyadan turist gelmeyişi akdenizde çok sayıda oteli satışa çıkarttığı,bölgeye dikkat çekmek için alanyasporun lige çıkarıldığı iddiası.!
359	||	788407928235651074	||	Tue Oct 18 18:54:32 EEST 2016	||	Cahil insanları tv. Ye çıkartıp insanları aptal yerine koyan saygı değer medya komiksiniz. "Kürk mantolu madonna "
360	||	630407284401774592	||	Sun Aug 09 18:56:23 EEST 2015	||	RT @AslanTribun: Geri takip bekleyen Galatasaraylılar.!Bu tweeti favorilerine eklesin. takip ediyoruz.#AslanTribün
361	||	788555785831866370	||	Wed Oct 19 04:42:04 EEST 2016	||	RT @ahuekber: Kürk mantolu madonna gafını yapan #bilmiyorum deseydi bu duruma düşmeyecektiO bilmiyorum demekten gocunacak kadar cahilSiz…
362	||	595438918989979649	||	Tue May 05 07:04:35 EEST 2015	||	RT @ogzatbs: BU SAATTE OKUL MU OLUR AMK ŞAFAK OPERASYONU GİBİ.
363	||	641125262055358464	||	Tue Sep 08 08:45:48 EEST 2015	||	RT @1905elifceeee: Aptal kafalar gidip hürriyeti basıyor kıçın yiyosa bedelli yapmayaydın askerliği ey müslüman! Adamsan dağlıcaya git hürr…
364	||	628745585038884864	||	Wed Aug 05 04:53:23 EEST 2015	||	ya resmen tatlı http://t.co/8QHyKu0ae4
365	||	603174113117609985	||	Tue May 26 15:21:29 EEST 2015	||	Galatasaray'ın şampiyonluğunu kutlarız 4. yıldız #Galatasaray ve camiasına hayırlı uğurlu olsun! #galatasaraysampiyon http://t.co/S3mT2HFZaw
366	||	595799201319124992	||	Wed May 06 06:56:13 EEST 2015	||	RT @sevgi_kazan1: Ohaa 10.000 takipci gonderdi cok tesekkurler http://t.co/BK3zeMnaXT
367	||	629296200701878272	||	Thu Aug 06 17:21:20 EEST 2015	||	RT @seabenoktay: işte Galatasaray aşkı böyle bişey http://t.co/d7O4pKwdPJ
368	||	701629678486953984	||	Mon Feb 22 06:48:45 EET 2016	||	Bence mutluluk çok özlediğin insanı bir anda karşında görüp ona sarılmak.
369	||	652436196849790976	||	Fri Oct 09 13:51:25 EEST 2015	||	bravo gerizekalılar sakın nobel'i hak edene vermeyin tamam mı... naptı oğlum bu çocuk size? http://t.co/7kVlhIeP6q
370	||	639206930007871488	||	Thu Sep 03 01:43:02 EEST 2015	||	Ölüm var, dönülmez geri; / Yürü yağız atım, yürü... | Sabahattin ALİ——Ahmet Kaya-Kız Kaçıran https://t.co/tFIFWVKd9I @YouTube aracılığıyla
371	||	736831511496904705	||	Sun May 29 11:08:16 EEST 2016	||	RT @gkayravul: Onurla,gururla,alnımızın aykıyla şampiyon alanyaspor https://t.co/XaTMADj5qc
372	||	674021834250166272	||	Tue Dec 08 02:25:02 EET 2015	||	@antikurkmadonna  TıkaÇ.
373	||	766923184834617344	||	Sat Aug 20 12:01:50 EEST 2016	||	RT @MedyaEge: Urla'da Yelkenciler Ödüllerini Aldı https://t.co/I6GDGB4z19 https://t.co/550w4zJhxG
374	||	766197230470565888	||	Thu Aug 18 11:57:09 EEST 2016	||	RT @Antalya_GHSIM: Alanya #AntalyaYazSporOkulları nda Judo antrenmanı sonrası çocuklarımıza çikolata dağıttık. https://t.co/9WVJfE8DHK
375	||	651793138739204100	||	Wed Oct 07 19:16:08 EEST 2015	||	RT @ozgurcakmakci: Bu gece Türkiye bunu konuşacak! @fatihportakal ile @Foxhaber in tabelası #mutluolduk (nobel ödülü hatırına)
376	||	652609690044637185	||	Sat Oct 10 01:20:49 EEST 2015	||	RT @AKMUSLIM32: Iki yüzlüsün dünya. Mültecileri şartsiz kabul eden Erdoğan diktatör, hristiyan olma şarti koyan Merkel nobellik???????? http://…
377	||	603097575462436864	||	Tue May 26 10:17:21 EEST 2015	||	Günaydınnnnnnn güne 4 yıldızlı şampiyon cimbomlu olarak başlamak cok güzel insallah 8 hazirandada gonlumuzdeki lerle yeni bir güne başlarızz
378	||	674985513326157824	||	Thu Dec 10 18:14:21 EET 2015	||	RT @hakk64: Nobel alanı da, Nobel bekleyen Türkler de Türkiye'den ayriştıklarinin mesajını verirlerdi.@aziz_sancarTC ülkesini yücelterek a…
379	||	743902311106371584	||	Fri Jun 17 23:25:06 EEST 2016	||	RT @AylinNazliaka: "10.Yıl Marşı mı kaldı" diyen haysiyetsiz, çocuklara 500 yıllık mehter marşı söyletmiş. Şuursuz Cumhuriyet düşmanı!http…
380	||	640769278904561665	||	Mon Sep 07 09:11:15 EEST 2015	||	RT @_sinankazo: Bir süre yazmayacağım... #terörelanetolsun #dağlıca http://t.co/cTcPSE8qT6
381	||	743953649395699712	||	Sat Jun 18 02:49:06 EEST 2016	||	RT @cananyilmazz: #30YaşÜstüTwitterdanDefolsun diyenler.anneniz  ..anne terliğiyle  sizi  bekliyor haydin evinize..marş..marş.. https://t.c…
382	||	673818423076528128	||	Mon Dec 07 12:56:45 EET 2015	||	GALATASARAY-ASTANA KUZEY ÜST 1ADET, GÜNEY ÜST YANYANA 2 ADET VE GÜNEY ALT 1 ADET İLETİŞİM DM @gskombine34 @KiralkKombine
383	||	651718794684010496	||	Wed Oct 07 14:20:43 EEST 2015	||	RT @savasb_: lisede ermeni soykırımını kabul edin size de nobel verirler diyen ülkücü fizik hocası vardı. ülkenin en iyi bir iki "fen" lise…
384	||	787989189904240640	||	Mon Oct 17 15:10:37 EEST 2016	||	Ahahahahhaha aynen kürk mantolu madonna'yı madonna'nın hayatı sanmak sadece ekran kazası aynen https://t.co/MdtIz2T8Iz
385	||	629556453049827328	||	Fri Aug 07 10:35:29 EEST 2015	||	RT @yilmzdiyarbakir: Bu Saatten Sonra, AKP polisine Acıyan Namerdtır.#SilopidePolisTerörüVar  https://t.co/08P1l2Trm0
386	||	788014699652718592	||	Mon Oct 17 16:51:59 EEST 2016	||	RT @hendeseimulkiye: Sabahattin Ali mezarında taklalar atıyor şu an. #kürkmantolumadonna
387	||	628869019236462592	||	Wed Aug 05 13:03:52 EEST 2015	||	@rustusnyz Abi şu Galatasaray'ın istediği genç Sırp kaleci ne oldu?
388	||	595222941694074880	||	Mon May 04 16:46:22 EEST 2015	||	RT @sevgi_kazan1: Ohaa 10.000 takipci gonderdi cok tesekkurler http://t.co/BK3zeMnaXT
389	||	602914263435468800	||	Mon May 25 22:08:56 EEST 2015	||	RT @anililter: Siz şampiyonluğa bir gün sevine durun, biz hüzünlere bir ömür bağlandık. #BesiktAsk
390	||	603628083615248385	||	Wed May 27 21:25:24 EEST 2015	||	RT @_Sinyorr: Galatasaray'ın şampiyonluk kupasını Yıldırım Demirören vermeyecek! TFF 1. Başkanvekili Servet Yardımcı kupayı verecek ( Sporx…
391	||	640598235166412802	||	Sun Sep 06 21:51:35 EEST 2015	||	dağlıca da askerlerimiz şehit olmuş, ama tayyip atv de seçim propogandası yapıyor. lanet olsun.
392	||	629719284357427200	||	Fri Aug 07 21:22:31 EEST 2015	||	RT @bulatt: " Şu kainatta belki bir de iyi taraf vardır, fakat görmek bize nasip olmuyor."- Sabahattin Ali
393	||	788027471300071424	||	Mon Oct 17 17:42:44 EEST 2016	||	Kürk Mantolu ( 'Madonna')...Can'ım o  senin bildiğin Madonna  kitapta ki Madonna değil ...!#kurkmantolumadonna
394	||	674952458041454592	||	Thu Dec 10 16:03:00 EET 2015	||	RT @alpklnctr: demek beni sevmiyorsun; https://t.co/uHyXDVd9CB
395	||	745452387469430784	||	Wed Jun 22 06:04:33 EEST 2016	||	RT @YuruGunese: ŞOKİspanya'da geceye damga vuran tartışma: İspanyol milli marşı çalarken Katalan Pique'nin parmağı. #ESP https://t.co/e3V6…
396	||	629410969429671936	||	Fri Aug 07 00:57:23 EEST 2015	||	Ben dünyadan ziyade kafamın içinde yaşayan bir insanım. #sabahattinali Sabahattin Ali okuyun bu adam… https://t.co/0jZQ79dCDn
397	||	702622277305630720	||	Thu Feb 25 00:32:59 EET 2016	||	RT @MiS_LaYd: ??Gözde = İlhan ???  @ilhanalanya https://t.co/soS37dWy6p
398	||	640832025688195072	||	Mon Sep 07 13:20:35 EEST 2015	||	RT @biromurbaris: Hepimiz kardeş değiliz..!#terörülanetliyoruz #sehitlerolmezvatanbolunmez #dağlıca http://t.co/s5x161W8N7
399	||	744624066921926656	||	Sun Jun 19 23:13:06 EEST 2016	||	RT @OkanTurann8: Paristeyim sokaklarda arabalarda mehter marşı duymak:)))) işte buuu
400	||	641164927579877376	||	Tue Sep 08 11:23:25 EEST 2015	||	RT @alleinn45: Bir ölür, bin diriliriz #dağlıcadakisehitlerimizicinyastayız http://t.co/685zYBfOMd
401	||	745371986847739904	||	Wed Jun 22 00:45:04 EEST 2016	||	RT @tribundergi: İspanya'da geceye damga vuran tartışma: İspanyol milli marşı çalarken Katalan Pique'nin parmağı. #ESP https://t.co/W6OuzQ6…
402	||	736267633465643008	||	Fri May 27 21:47:37 EEST 2016	||	Şerefsiz adanademir taraftarı sizi Allah belanızı versin Adam değilsiniz lan siz Alanya'm size gösterir??@alanyamuhtari
403	||	743904420845461504	||	Fri Jun 17 23:33:29 EEST 2016	||	RT @murat_gkmn: Istiklal marşına kadar iyiydi ondan sonra takim  boka sardi.
404	||	817056773605617664	||	Thu Jan 05 19:14:49 EET 2017	||	RT @ahlalneciy: #UnitedTerroristStatesOfAmericaTüm dünyanın başbelası terörist sevici şerefsizler!Şehitlerimizin dökülen kanlarının hesab…
405	||	817531375884627969	||	Sat Jan 07 02:40:43 EET 2017	||	RT @yersizkaranfil: Artık hiçbir şeyin değişmesine imkân yok. Lüzum da yok. Sabahattin Ali
406	||	736281147508985856	||	Fri May 27 22:41:19 EEST 2016	||	RT @MehmetSahinAlny: Emeğinize ve yüreğinize sağlık... @AlanyasporFK @hasancavus07 @AlanyaSporKlubu @alanyaspororg https://t.co/cx30nz0ndj
407	||	788106634602147841	||	Mon Oct 17 22:57:18 EEST 2016	||	RT @DogusEser: Oha ilki çok turunca Sabahattin Ali serinin devamını yazmış. #kürkmantolumadonna https://t.co/FTgNf9utiI
408	||	629996028712894464	||	Sat Aug 08 15:42:12 EEST 2015	||	RT @Aysenurislam: Teröre bir kez daha lanet olsun...
409	||	640604174288293888	||	Sun Sep 06 22:15:11 EEST 2015	||	#dağlıca cumhurbaskanının ne dedıgıne ıyı bakın hdpkklılar hem hdpye oy verın Hem CB YI elstırın amklar
410	||	788111139305558020	||	Mon Oct 17 23:15:12 EEST 2016	||	Bu ülkede canın hiç sıkılmaz lan sbbsbsbshshshshsjsjjjjw madonna var mıymış 1943te yav shshshsh
411	||	766982106392264705	||	Sat Aug 20 15:55:58 EEST 2016	||	RT @inandkbzszlere: Sinan Gümüş: Sezonun başlaması için, gücümüzü göstermek için, şampiyon olmak için sabırsızlanıyoruz! https://t.co/klGus…
412	||	817018068547366912	||	Thu Jan 05 16:41:01 EET 2017	||	Geçmiş olsun #izmir#TeröreLanetolsun#Bizibölemeyeceksiniz https://t.co/hIfEe8hfs0
413	||	817809110112604160	||	Sat Jan 07 21:04:20 EET 2017	||	O GÜN İLÇE MİLLİ EĞİTİM MÜDÜRÜ OLAN KÖPEK ŞİMDİ NEREDE.? https://t.co/moAWT1F7NV
414	||	640643542025699328	||	Mon Sep 07 00:51:37 EEST 2015	||	#Dağlıca şerefsiz dağlıca halkı...Sizler hep 2.sınıf vatandaş olacaksınız.Devlet size fırsat verdi ama siz..İnşallah kör kurşunlarda ölürsnz
415	||	767028059207852032	||	Sat Aug 20 18:58:34 EEST 2016	||	RT @Besiktas: Beşiktaşımız, #VodafoneArena'da Alanyaspor'u ağırlıyor. (Canlı Anlatım)https://t.co/3HtG7hsP7k#Beşiktaş https://t.co/6kPqMw…
416	||	641118240781918208	||	Tue Sep 08 08:17:54 EEST 2015	||	Ve genel kurmay başkanlığı  dağlıca olayıyla ilgili resmi açıklamayı gecikmeli de olsa yaptı.Maalesef  biri y... http://t.co/hLE8at3k5o
417	||	640121690954067968	||	Sat Sep 05 14:17:58 EEST 2015	||	RT @tuhafamasahici: Bursaspor'un yeni stadı Timsa Arena'nın hoparlör testleri yapılırken Fenerbahçe'nin 100. Yıl Marşı çalındı. http://t.co…
418	||	702917577299861505	||	Thu Feb 25 20:06:24 EET 2016	||	RT @Gozdelinho_: Haydi bismillah #SaldırGALATASARAY
419	||	767083893782609920	||	Sat Aug 20 22:40:26 EEST 2016	||	Tamam sen cık cok oynadin... @alanyaspororg
420	||	743848456263966725	||	Fri Jun 17 19:51:06 EEST 2016	||	İstikbale yönelen Bolu Milli Eğitim Müdürü'nden örnek talimat: 10'uncu yıl marşı mı kaldı?"Sizce?"https://t.co/9CZ29iIzQh
421	||	745573011445678081	||	Wed Jun 22 14:03:52 EEST 2016	||	RT @abcgazete: Ahmet Hakan'a göre 10'uncu yıl marşı zulmün simgesiymiş!https://t.co/yDAHNIxUFO https://t.co/iajsRq6B1S
422	||	651828203103854592	||	Wed Oct 07 21:35:28 EEST 2015	||	Aziz Sancar , nobel ödülü alarak göhsümüzü kabarttı gel gelelim yarın tv de siyasetçilerin aptalca atışmaları izliycez arada kaynıyıp gitcek
423	||	788054356809711616	||	Mon Oct 17 19:29:34 EEST 2016	||	#kürkmantolumadonna yine gündemde. kendi sanatçılarımız varken amerikalı bir pop yıldızının biyografisinin bu denli ilgi görmesi ne tuhaf.
